ASKA_name,Ecocyc_name,Keio_name,Synonyms,Accession-2,Left-End-Position,Right-End-Position,Direction,Product,RegulonDB,UniProt,Gene products (polypeptides and RNAs only),"Genes of polypeptide, complex, or RNA",growth (LB),normalized to median growth (LB),growth (M9+amino acids),normalized to median growth (M9+amino acids),COG_0204,COG_1025,EntrezID,COG_1025,COG_1025,
lipB,lipB,lipB,cde // lip,ECK0623,661637,662278,-,lipoyl(octanoyl) transferase,b0630,P60720,lipoyl(octanoyl) transferase,lipB,0.360334389,0.796435283,0.167042607,0.551954076,Coenzyme transport and metabolism,Coenzyme transport and metabolism,945217,nan,nan,
ybdB,entH,ybdB,ybdB,ECK0590,629300,629713,+,proofreading thioesterase in enterobactin biosynthesis,b0597,P0A8Y8,proofreading thioesterase in enterobactin biosynthesis,entH,0.479522986,1.059873929,0.318506392,1.0524315,"Secondary metabolites biosynthesis, transport and catabolism",Secondary metabolites biosynthesis and transport and catabolism,945215,nan,nan,
cstA,cstA,cstA,ybdC,ECK0591,629894,631999,+,pyruvate transporter CstA,b0598,P15078,pyruvate transporter CstA,cstA,0.468110247,1.034648726,0.303105,1.001541124,Energy production and conversion,Energy production and conversion,945213,Amino acid transport and metabolism,nan,
ybdH,hcxA,ybdH,ybdH,ECK0593,632389,633477,-,hydroxycarboxylate dehydrogenase A,b0599,P45579,hydroxycarboxylate dehydrogenase A,hcxA,0.463065079,1.023497557,0.316792202,1.046767352,Energy production and conversion,Energy production and conversion,945212,nan,nan,
ybdL,ybdL,ybdL,noSyn,ECK0594,633586,634746,+,methionine transaminase,b0600,P77806,methionine transaminase,ybdL,0.482719026,1.066938031,0.310603876,1.026319445,Amino acid transport and metabolism,Amino acid transport and metabolism,945211,nan,nan,
ydhO,mepH,ydhO,ydhO,ECK1651,1734435,1735250,+,peptidoglycan DD-endopeptidase MepH,b1655,P76190,peptidoglycan DD-endopeptidase MepH,mepH,0.420579135,0.929592268,0.284419203,0.939798185,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,945210,nan,nan,
fepG,fepG,fepG,noSyn,ECK0582,620196,621188,-,ferric enterobactin ABC transporter membrane subunit FepG,b0589,P23877,ferric enterobactin ABC transporter membrane subunit FepG,fepG,0.490231861,1.083543404,0.198581375,0.656166721,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,945209,nan,nan,
ydhB,ydhB,ydhB,noSyn,ECK1655,1738866,1739798,-,putative LysR family DNA-binding transcriptional regulator YdhB,b1659,P0ACR2,putative LysR family DNA-binding transcriptional regulator YdhB,ydhB,0.416519378,0.920619121,0.30072542,0.993678348,Transcription,Transcription,945208,nan,nan,
stfR,stfR,stfR,ynaB,ECK1367,1429049,1432411,+,Rac prophage; putative prophage side tail fiber protein StfR,b1372,P76072,Rac prophage; putative prophage side tail fiber protein StfR,stfR,0.462812759,1.022939863,0.297177605,0.981955405,nan,no COG,945207,nan,nan,
ybdM,ybdM,ybdM,noSyn,ECK0595,634747,635376,-,ParB-like nuclease domain-containing protein YbdM,b0601,P77174,ParB-like nuclease domain-containing protein YbdM,ybdM,0.474268554,1.04826023,0.315836418,1.043609183,"Cell cycle control, cell division, chromosome partitioning",Cell cycle control and cell division and chromosome partitioning,945206,nan,nan,
ybdN,ybdN,ybdN,noSyn,ECK0596,635349,636569,-,putative PAPS reductase/DUF3440 domain-containing protein YbdN,b0602,P77216,putative PAPS reductase/DUF3440 domain-containing protein YbdN,ybdN,0.484077956,1.069941629,0.298626493,0.986742921,General function prediction only,General function prediction only,945205,nan,nan,
mviM,yceM,mviM,mviM,ECK1053,1126806,1127729,+,putative oxidoreductase YceM,b1068,P75931,putative oxidoreductase YceM,yceM,0.422523484,0.933889799,0.292276896,0.965762131,General function prediction only,General function prediction only,945204,nan,nan,
pheP,pheP,pheP,noSyn,ECK0568,601959,603335,+,phenylalanine:H+ symporter PheP,b0576,P24207,phenylalanine:H+ symporter PheP,pheP,0.492325491,1.088170887,0.307794827,1.017037585,Amino acid transport and metabolism,Amino acid transport and metabolism,945199,nan,nan,
thrC,thrC,thrC,noSyn,ECK0004,3734,5020,+,threonine synthase,b0004,P00934,threonine synthase,thrC,0.489643482,1.082242929,0.314498259,1.039187543,Amino acid transport and metabolism,Amino acid transport and metabolism,945198,nan,nan,
mhpA,mhpA,mhpA,noSyn,ECK0344,368611,370275,+,3-(3-hydroxyphenyl)propanoate hydroxylase,b0347,P77397,3-(3-hydroxyphenyl)propanoate hydroxylase,mhpA,0.452693573,1.000573758,0.313774262,1.03679526,Energy production and conversion,Energy production and conversion,945197,Coenzyme transport and metabolism,nan,
yfhJ,iscX,yfhJ,yfhJ,ECK2521,2656536,2656736,-,accessory iron-sulfur cluster assembly protein IscX,b2524,P0C0L9,accessory iron-sulfur cluster assembly protein IscX,iscX,0.428257334,0.946563139,0.298974179,0.987891773,"Posttranslational modification, protein turnover, chaperones",Posttranslational modification and protein turnover and chaperones,945196,nan,nan,
ylbF,ylbF,ylbF,noSyn,ECK0513,549627,550442,+,DUF2877 domain-containing protein YlbF,b0520,P0AAS5,DUF2877 domain-containing protein YlbF,ylbF,0.471429605,1.041985395,0.303969761,1.004398531,nan,no COG,945195,nan,nan,
entD,entD,entD,noSyn,ECK0575,609459,610079,-,phosphopantetheinyl transferase EntD,b0583,P19925,phosphopantetheinyl transferase EntD,entD,0.479391666,1.059583676,0.307984271,1.017663559,"Secondary metabolites biosynthesis, transport and catabolism",Secondary metabolites biosynthesis and transport and catabolism,945194,nan,nan,
fepA,fepA,fepA,cbr // cbt // fep // feuB,ECK0576,610254,612494,-,ferric enterobactin outer membrane transporter,b0584,P05825,ferric enterobactin outer membrane transporter,fepA,0.48681526,1.075991802,0.304870406,1.007374506,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,945193,nan,nan,
yedE,yedE,yedE,noSyn,ECK1928,2008277,2009482,+,putative selenium transporter YedE,b1929,P31064,putative selenium transporter YedE,yedE,0.430603551,0.951748907,0.306396098,1.012415806,General function prediction only,General function prediction only,945192,nan,nan,
cusA,cusA,cusA,ybdE,ECK0567,598714,601857,+,copper/silver export system RND permease,b0575,P38054,copper/silver export system RND permease,cusA,0.475155065,1.050219657,0.305550824,1.00962279,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,945191,nan,nan,
cusB,cusB,cusB,ylcD,ECK0566,597479,598702,+,copper/silver export system membrane fusion protein,b0574,P77239,copper/silver export system membrane fusion protein,cusB,0.47287855,1.045187951,0.314500727,1.039195698,Defense mechanisms,Defense mechanisms,945189,Cell wall/membrane/envelope biogenesis,nan,
napD,napD,napD,yojF,ECK2199,2302750,2303013,-,NapA signal peptide-binding chaperone NapD,b2207,P0A9I5,NapA signal peptide-binding chaperone NapD,napD,0.427012366,0.943811429,0.293682235,0.970405754,"Posttranslational modification, protein turnover, chaperones",Posttranslational modification and protein turnover and chaperones,945187,nan,nan,
ybcH,ybcH,ybcH,noSyn,ECK0559,587091,587981,-,DUF4434 domain-containing protein YbcH,b0567,P37325,DUF4434 domain-containing protein YbcH,ybcH,0.499018807,1.102964902,0.315541351,1.0426342,nan,no COG,945186,nan,nan,
ompT,ompT,ompT,noSyn,ECK0557,584680,585633,-,DLP12 prophage; protease 7,b0565,P09169,DLP12 prophage; protease 7,ompT,0.476457531,1.053098454,0.301666953,0.996789428,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,945185,nan,nan,
entF,entF,entF,noSyn,ECK0579,614157,618038,+,seryl-[EntF peptidyl-carrier protein] // <i>holo</i> [EntF peptidyl-carrier protein] // apo-serine activating enzyme,b0586,P11454,seryl-[EntF peptidyl-carrier protein] // <i>holo</i> [EntF peptidyl-carrier protein] // apo-serine activating enzyme,entF,0.490950481,1.085131746,0.316499424,1.045799933,"Secondary metabolites biosynthesis, transport and catabolism",Secondary metabolites biosynthesis and transport and catabolism,945184,nan,nan,
ylcE,tfaX,ylcE,ylcE,ECK0555,582875,583060,+,DLP12 prophage; protein TfaX,b0563,P77087,DLP12 prophage; protein TfaX,tfaX,0.51128204,1.130069924,0.33902938,1.120245019,nan,no COG,945183,nan,nan,
hybC,hybC,hybC,noSyn,ECK2988,3141286,3142989,-,hydrogenase 2 large subunit,b2994,P0ACE0,hydrogenase 2 large subunit,hybC,0.495465247,1.095110586,0.319451724,1.055555134,Energy production and conversion,Energy production and conversion,945182,nan,nan,
fepE,fepE,fepE,noSyn,ECK0580,618254,619387,+,polysaccharide co-polymerase family protein FepE,b0587,P26266,polysaccharide co-polymerase family protein FepE,fepE,0.488887929,1.080572955,0.307831184,1.01715772,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,945180,nan,nan,
wbbH,wbbH,wbbH,yefF // rfc,ECK2029,2106060,2107226,-,putative O-antigen polymerase,b2035,P37748,putative O-antigen polymerase,wbbH,0.456914359,1.009902821,0.301559991,0.996435996,nan,no COG,945179,nan,nan,
ybcV,ybcV,ybcV,noSyn,ECK0550,579184,579594,-,DLP12 prophage; DUF1398 domain-containing protein YbcV,b0558,P77598,DLP12 prophage; DUF1398 domain-containing protein YbcV,ybcV,0.504596722,1.115293586,0.301719844,0.996964192,"Mobilome: prophages, transposons",Mobilome: prophages and transposons,945178,nan,nan,
ybcQ,quuD,ybcQ,ybcQ,ECK0543,573956,574339,+,DLP12 prophage; prophage antitermination protein Q homolog QuuD,b0551,Q47274,DLP12 prophage; prophage antitermination protein Q homolog QuuD,quuD,0.478886818,1.058467828,0.301453845,0.996085261,nan,no COG,945177,nan,nan,
ybfD,ybfD,ybfD,noSyn,ECK0695,738092,738853,+,H repeat-associated putative transposase YbfD,b0706,P28916,H repeat-associated putative transposase YbfD,ybfD,0.436802286,0.965449767,0.309898242,1.02398784,"Mobilome: prophages, transposons",Mobilome: prophages and transposons,945176,nan,nan,
ybcW,ybcW,ybcW,noSyn,ECK0551,579880,580086,+,DLP12 prophage; uncharacterized protein YbcW,b0559,P64435,DLP12 prophage; uncharacterized protein YbcW,ybcW,0.501784039,1.109076804,0.317367708,1.048668981,nan,no COG,945175,nan,nan,
rusA,rusA,rusA,ybcP // rus,ECK0541,573371,573733,+,DLP12 prophage; crossover junction endodeoxyribonuclease RusA,b0550,P0AG74,DLP12 prophage; crossover junction endodeoxyribonuclease RusA,rusA,0.565124771,1.249076747,0.299485934,0.989582748,"Replication, recombination and repair",Replication and recombination and repair,945174,nan,nan,
yggG,loiP,yggG,yggG,ECK2931,3081913,3082671,+,metalloprotease LoiP,b2936,P25894,metalloprotease LoiP,loiP,0.445615738,0.98492985,0.317236833,1.048236534,"Posttranslational modification, protein turnover, chaperones",Posttranslational modification and protein turnover and chaperones,945173,nan,nan,
tfaD,tfaD,tfaD,ybcX,ECK0553,581534,582097,+,DLP12 prophage; putative tail fiber assembly protein TfaD,b0561,P77699,DLP12 prophage; putative tail fiber assembly protein TfaD,tfaD,0.504548093,1.115186103,0.323713601,1.069637531,"Mobilome: prophages, transposons",Mobilome: prophages and transposons,945171,nan,nan,
ybcY,ybcY,ybcY,noSyn,ECK0554,582152,582806,-,DLP12 prophage; putative SAM-dependent methyltransferase YbcY,b0562,P77460,DLP12 prophage; putative SAM-dependent methyltransferase YbcY,ybcY,0.516074318,1.140662138,0.314416757,1.038918237,nan,no COG,945170,nan,nan,
ybcK,ybcK,ybcK,noSyn,ECK0535,568902,570428,+,DLP12 prophage; putative recombinase YbcK,b0544,P77698,DLP12 prophage; putative recombinase YbcK,ybcK,0.511369623,1.130263506,0.310023186,1.024400686,"Replication, recombination and repair",Replication and recombination and repair,945166,nan,nan,
ybcL,ybcL,ybcL,noSyn,ECK0536,570893,571444,+,DLP12 prophage; periplasmic protein YbcL,b0545,P77368,DLP12 prophage; periplasmic protein YbcL,ybcL,0.466809123,1.031772896,0.318084283,1.051036739,General function prediction only,General function prediction only,945165,nan,nan,
macB,macB,macB,ybjZ,ECK0870,920347,922293,+,ABC-type tripartite efflux pump ATP binding/membrane subunit,b0879,P75831,ABC-type tripartite efflux pump ATP binding/membrane subunit,macB,0.432292949,0.955482928,0.278644892,0.920718296,Defense mechanisms,Defense mechanisms,945164,Cell wall/membrane/envelope biogenesis,nan,
ybcM,ybcM,ybcM,noSyn,ECK0537,571454,572251,+,DLP12 prophage; putative DNA-binding transcriptional regulator,b0546,P77634,DLP12 prophage; putative DNA-binding transcriptional regulator,ybcM,0.496449387,1.097285797,0.316274228,1.045055824,Transcription,Transcription,945163,nan,nan,
ybcN,ybcN,ybcN,noSyn,ECK0538,572466,572921,+,DLP12 prophage; DNA base-flipping protein,b0547,Q47269,DLP12 prophage; DNA base-flipping protein,ybcN,0.575893524,1.272878568,0.339897501,1.123113526,nan,no COG,945162,nan,nan,
pin,argU,pin,dnaY // pin,ECK0529,564723,564799,+,tRNA-Arg(UCU),b0536,nan,tRNA-Arg(UCU),argU,0.4264736,0.942620612,0.293724886,0.970546686,nan,no COG,945161,nan,nan,
ydgI,ydgI,ydgI,arcD,ECK1600,1679557,1680939,+,putative arginine:ornithine antiporter,b1605,P0AAE5,putative arginine:ornithine antiporter,ydgI,0.427180315,0.944182639,0.28053778,0.926972909,Amino acid transport and metabolism,Amino acid transport and metabolism,945159,nan,nan,
ybcJ,ybcJ,ybcJ,noSyn,ECK0521,556661,556873,-,putative RNA-binding protein YbcJ,b0528,P0AAS7,putative RNA-binding protein YbcJ,ybcJ,0.489264457,1.081405183,0.316515476,1.045852974,"Translation, ribosomal structure and biogenesis",Translation and ribosomal structure and biogenesis,945158,nan,nan,
ydgC,ydgC,ydgC,noSyn,ECK1602,1681695,1682030,-,GlpM family protein,b1607,P0ACX0,GlpM family protein,ydgC,0.42769099,0.945311368,0.283643264,0.93723427,Function unknown,Function unknown,945156,nan,nan,
ybcI,ybcI,ybcI,noSyn,ECK0520,556032,556553,-,PF04307 family inner membrane protein YbcI,b0527,P45570,PF04307 family inner membrane protein YbcI,ybcI,0.493978438,1.09182434,0.302094002,0.998200513,General function prediction only,General function prediction only,945155,nan,nan,
rfbA,rfbA,rfbA,rmlA // som,ECK2033,2110138,2111019,-,glucose-1-phosphate thymidylyltransferase 1,b2039,P37744,glucose-1-phosphate thymidylyltransferase 1,rfbA,0.480004162,1.060937457,0.300441694,0.992740838,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,945154,nan,nan,
purK,purK,purK,purE2,ECK0515,551527,552594,-,5-(carboxyamino)imidazole ribonucleotide synthase,b0522,P09029,5-(carboxyamino)imidazole ribonucleotide synthase,purK,0.485881695,1.073928374,-0.002331576,-0.00770416,Nucleotide transport and metabolism,Nucleotide transport and metabolism,945153,nan,nan,
ninE,ninE,ninE,noSyn,ECK0539,572921,573091,+,DLP12 prophage; NinE family prophage protein,b0548,Q47270,DLP12 prophage; NinE family prophage protein,ninE,0.593935168,1.312755422,0.298247289,0.985489929,nan,no COG,945151,nan,nan,
allC,allC,allC,glxB7 // ylbB,ECK0509,544057,545292,-,allantoate amidohydrolase,b0516,P77425,allantoate amidohydrolase,allC,0.51311316,1.134117189,0.319311412,1.055091504,Amino acid transport and metabolism,Amino acid transport and metabolism,945150,nan,nan,
ylbA,allE,ylbA,glxB6 // ylbA // ughY,ECK0508,543261,544046,-,(S)-ureidoglycine aminohydrolase,b0515,P75713,(S)-ureidoglycine aminohydrolase,allE,0.512432062,1.132611781,0.305857127,1.010634897,Nucleotide transport and metabolism,Nucleotide transport and metabolism,945149,nan,nan,
ybcO,ybcO,ybcO,noSyn,ECK0540,573084,573374,+,DLP12 prophage; putative nuclease YbcO,b0549,P68661,DLP12 prophage; putative nuclease YbcO,ybcO,0.526926211,1.164647722,0.272134193,0.899205178,nan,no COG,945147,nan,nan,
glxR,glxR,glxR,glxB1 // ybbQ,ECK0502,536586,537464,+,tartronate semialdehyde reductase 2,b0509,P77161,tartronate semialdehyde reductase 2,glxR,0.481496746,1.064236465,0.314621042,1.039593252,Lipid transport and metabolism,Lipid transport and metabolism,945146,nan,nan,
thiM,thiM,thiM,noSyn,ECK2097,2184513,2185301,-,hydroxyethylthiazole kinase,b2104,P76423,hydroxyethylthiazole kinase,thiM,0.4281665,0.946362372,0.291069951,0.96177406,Coenzyme transport and metabolism,Coenzyme transport and metabolism,945142,nan,nan,
allA,allA,allA,glxA2 // ybbT,ECK0498,532451,532933,+,ureidoglycolate lyase,b0505,P77731,ureidoglycolate lyase,allA,0.495936002,1.096151081,0.31135514,1.028801823,Nucleotide transport and metabolism,Nucleotide transport and metabolism,945141,nan,nan,
yniB,yniB,yniB,noSyn,ECK1724,1808697,1809233,-,uncharacterized protein YniB,b1726,P76208,uncharacterized protein YniB,yniB,0.427937261,0.945855692,0.289765898,0.957465113,nan,no COG,945140,nan,nan,
ybbS,allS,ybbS,ybbS // glxA1,ECK0497,531295,532221,-,DNA-binding transcriptional activator AllS,b0504,P0ACR0,DNA-binding transcriptional activator AllS,allS,0.491226862,1.085742622,0.313055608,1.034420634,Transcription,Transcription,945139,nan,nan,
ybbW,ybbW,ybbW,allP // glxB2,ECK0504,537633,539087,+,putative allantoin transporter,b0511,P75712,putative allantoin transporter,ybbW,0.473321095,1.046166092,0.315223538,1.041584062,Nucleotide transport and metabolism,Nucleotide transport and metabolism,945138,Coenzyme transport and metabolism,nan,
ybbM,fetB,ybbM,ybbM,ECK0485,516583,517362,+,putative iron ABC exporter membrane subunit FetB,b0491,P77307,putative iron ABC exporter membrane subunit FetB,fetB,0.475610338,1.051225932,0.310993912,1.027608229,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,945137,nan,nan,
nuoN,nuoN,nuoN,noSyn,ECK2270,2390048,2391505,-,NADH:quinone oxidoreductase subunit N,b2276,P0AFF0,NADH:quinone oxidoreductase subunit N,nuoN,0.427336066,0.944526891,0.21651056,0.71540961,Energy production and conversion,Energy production and conversion,945136,nan,nan,
tus,tus,tus,tau,ECK1605,1684259,1685188,+,DNA replication terminus site-binding protein,b1610,P16525,DNA replication terminus site-binding protein,tus,0.448457679,0.9912113,0.301012776,0.99462785,nan,no COG,945135,nan,nan,
allB,allB,allB,glxB3 // ybbX,ECK0505,539147,540508,+,allantoinase,b0512,P77671,allantoinase,allB,0.470161728,1.039183047,0.322883125,1.066893415,Nucleotide transport and metabolism,Nucleotide transport and metabolism,945134,nan,nan,
ybbD,ybbD,ybbD,b0500,ECK0494,528640,529130,+,putative uncharacterized protein YbbD,b0500,P33669,putative uncharacterized protein YbbD,ybbD,0.481438922,1.064108659,0.316304275,1.045155111,nan,no COG,945133,nan,nan,
ybbY,ybbY,ybbY,glxB4,ECK0506,540565,541866,+,putative purine transporter,b0513,P77328,putative purine transporter,ybbY,0.444397654,0.982237559,0.314118728,1.037933469,Nucleotide transport and metabolism,Nucleotide transport and metabolism,945131,nan,nan,
pmrD,pmrD,pmrD,noSyn,ECK2253,2373272,2373538,-,signal transduction protein PmrD,b2259,P37590,signal transduction protein PmrD,pmrD,0.428202464,0.946441862,0.297599404,0.983349141,nan,no COG,945130,nan,nan,
glxK,glxK,glxK,glxB5 // ybbZ,ECK0507,541888,543033,+,glycerate 2-kinase 2,b0514,P77364,glycerate 2-kinase 2,glxK,0.492731023,1.08906722,0.305135247,1.008249612,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,945129,nan,nan,
ompW,ompW,ompW,yciD,ECK1250,1314020,1314658,+,outer membrane protein W,b1256,P0A915,outer membrane protein W,ompW,0.413756106,0.91451155,0.282219045,0.932528263,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,945128,nan,nan,
